1.000000000000000000e+00 0.000000000000000000e+00
3.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000000e+00 0.000000000000000000e+00
7.000000000000000000e+00 0.000000000000000000e+00
9.000000000000000000e+00 9.130771634765979129e-04
1.100000000000000000e+01 2.245754776818104179e-03
1.300000000000000000e+01 5.714712661515812878e-03
1.500000000000000000e+01 8.278181627959449104e-03
1.700000000000000000e+01 1.465635032066819714e-02
1.900000000000000000e+01 1.338128572291042741e-02
2.100000000000000000e+01 1.933091891398782888e-02
2.300000000000000000e+01 1.882648053995769274e-02
2.500000000000000000e+01 2.010984062242160766e-02
2.700000000000000000e+01 2.627118320138119995e-02
2.900000000000000000e+01 2.165489251001393931e-02
3.100000000000000000e+01 2.177059221157163355e-02
3.300000000000000000e+01 2.124301602069843253e-02
3.500000000000000000e+01 2.178997209210771155e-02
3.700000000000000000e+01 2.088620660173954105e-02
3.900000000000000000e+01 2.042728404741000689e-02
4.100000000000000000e+01 2.307824984870966017e-02
4.300000000000000000e+01 2.419015082722135099e-02
4.500000000000000000e+01 2.797722873713379133e-02
4.700000000000000000e+01 3.017455973999899621e-02
4.900000000000000000e+01 2.876760105542341961e-02
5.100000000000000000e+01 3.051022538755403593e-02
5.300000000000000000e+01 2.861615559277190524e-02
5.500000000000000000e+01 2.554541883353140044e-02
5.700000000000000000e+01 2.384385959106308586e-02
5.900000000000000000e+01 2.632882113412687505e-02
6.100000000000000000e+01 2.653835681037202202e-02
6.300000000000000000e+01 2.605028047644388639e-02
6.500000000000000000e+01 2.600447887856180071e-02
6.700000000000000000e+01 2.203444844901472632e-02
6.900000000000000000e+01 1.858936105226382043e-02
7.100000000000000000e+01 1.623971193080518682e-02
7.300000000000000000e+01 1.277055351801902050e-02
7.500000000000000000e+01 1.027734531331249423e-02
7.700000000000000000e+01 1.004168424280064628e-02
7.900000000000000000e+01 6.984488124246576203e-03
8.100000000000000000e+01 6.218540266945311173e-03
8.300000000000000000e+01 3.525780706147948335e-03
8.500000000000000000e+01 2.007352910385211235e-03
8.700000000000000000e+01 1.287294831307140121e-03
8.900000000000000000e+01 9.285802217233824147e-04
9.100000000000000000e+01 3.571462391243778226e-04
9.300000000000000000e+01 2.145491385511900473e-04
9.500000000000000000e+01 0.000000000000000000e+00
9.700000000000000000e+01 0.000000000000000000e+00
9.900000000000000000e+01 0.000000000000000000e+00
1.010000000000000000e+02 0.000000000000000000e+00
1.030000000000000000e+02 0.000000000000000000e+00
1.050000000000000000e+02 0.000000000000000000e+00
1.070000000000000000e+02 0.000000000000000000e+00
1.090000000000000000e+02 0.000000000000000000e+00
1.110000000000000000e+02 0.000000000000000000e+00
1.130000000000000000e+02 0.000000000000000000e+00
1.150000000000000000e+02 0.000000000000000000e+00
1.170000000000000000e+02 0.000000000000000000e+00
1.190000000000000000e+02 0.000000000000000000e+00
1.210000000000000000e+02 0.000000000000000000e+00
1.230000000000000000e+02 0.000000000000000000e+00
1.250000000000000000e+02 0.000000000000000000e+00
1.270000000000000000e+02 0.000000000000000000e+00
1.290000000000000000e+02 0.000000000000000000e+00
1.310000000000000000e+02 0.000000000000000000e+00
1.330000000000000000e+02 0.000000000000000000e+00
1.350000000000000000e+02 0.000000000000000000e+00
1.370000000000000000e+02 0.000000000000000000e+00
1.390000000000000000e+02 0.000000000000000000e+00
1.410000000000000000e+02 0.000000000000000000e+00
1.430000000000000000e+02 0.000000000000000000e+00
1.450000000000000000e+02 0.000000000000000000e+00
1.470000000000000000e+02 0.000000000000000000e+00
1.490000000000000000e+02 0.000000000000000000e+00
1.510000000000000000e+02 0.000000000000000000e+00
1.530000000000000000e+02 0.000000000000000000e+00
1.550000000000000000e+02 0.000000000000000000e+00
1.570000000000000000e+02 0.000000000000000000e+00
1.590000000000000000e+02 0.000000000000000000e+00
1.610000000000000000e+02 0.000000000000000000e+00
1.630000000000000000e+02 0.000000000000000000e+00
1.650000000000000000e+02 0.000000000000000000e+00
1.670000000000000000e+02 0.000000000000000000e+00
1.690000000000000000e+02 0.000000000000000000e+00
1.710000000000000000e+02 0.000000000000000000e+00
1.730000000000000000e+02 0.000000000000000000e+00
1.750000000000000000e+02 0.000000000000000000e+00
1.770000000000000000e+02 0.000000000000000000e+00
1.790000000000000000e+02 0.000000000000000000e+00
